PBO Station Position Time Series.,,,,,,,
Format Version, 1.2.0,,,,,,
Reference Frame, NAM08,,,,,,
4-character ID, AB02,,,,,,
Station name, Nikolski__AK2007,,,,,,
Begin Date, 2007-05-23,,,,,,
End Date, 2017-03-20,,,,,,
Release Date, 2017-03-22,,,,,,
Source file, AB02.pbo.nam08.pos,,,,,,
Offset from source file, 2.92 mm North, -1.30 mm East, 2.51 mm Vertical,,,,
Reference position, 52.9706058839 North Latitude, -168.8546704269 East Longitude, 192.78683 meters elevation,,,,
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality
10/13/2015,0.39,-13.23,9.77,1.46,1.13,4.62, suppf
10/14/2015,-0.24,-12.24,3.76,1.69,1.27,5.31, suppf
10/15/2015,-0.69,-12.33,9.33,1.36,1.03,4.29, suppf
10/16/2015,-0.53,-13.25,12.16,1.45,1.14,4.61, suppf
10/17/2015,-0.28,-12.65,16.75,1.36,1.04,4.32, suppf
10/18/2015,0.17,-12.79,13.35,1.31,1,4.15, suppf
10/19/2015,0.96,-11.32,9.76,1.45,1.12,4.61, suppf
10/20/2015,0.42,-11.99,12.18,1.55,1.17,4.87, suppf
10/21/2015,-0.32,-11.55,11.03,1.39,1.05,4.4, suppf
10/22/2015,0.76,-12.88,12.34,1.68,1.25,5.27, suppf
10/23/2015,-0.49,-11.59,10.46,1.47,1.13,4.61, suppf
10/24/2015,-0.12,-13.26,9.55,1.52,1.17,4.8, suppf
10/25/2015,-0.45,-11.32,6.02,1.65,1.25,5.23, suppf
10/26/2015,-0.28,-11.76,8.14,1.66,1.27,5.21, suppf
10/27/2015,-0.35,-12.14,9.14,1.27,0.99,4.06, suppf
10/28/2015,-0.61,-12.82,6.98,1.3,1.01,4.18, suppf
10/29/2015,-2.79,-8.81,13.74,1.82,1.38,5.73, suppf
10/30/2015,-2.03,-8.84,9.66,1.78,1.35,5.64, suppf
10/31/2015,0.25,-11.64,14.3,1.36,1.04,4.31, suppf
11/1/2015,-0.85,-12.62,12.42,1.82,1.37,5.76, suppf
11/2/2015,-1.28,-12.49,6.19,1.59,1.22,5.1, suppf
11/3/2015,-0.47,-13.08,12.3,1.64,1.27,5.26, suppf
11/4/2015,-1.34,-12.96,15.45,1.76,1.35,5.69, suppf
11/5/2015,-0.58,-13,16.12,1.63,1.28,5.26, suppf
11/6/2015,-0.37,-14.13,15.59,1.62,1.23,5.1, suppf
11/7/2015,-0.85,-13.13,14.7,2.01,1.52,6.39, suppf
11/8/2015,-0.72,-12.75,11.24,1.87,1.43,6.04, suppf
11/9/2015,-0.06,-14.07,8.76,1.82,1.39,5.8, suppf
11/10/2015,-1.21,-14.12,12.73,1.69,1.3,5.38, suppf
11/11/2015,-1.06,-14.34,11.68,1.79,1.36,5.69, suppf
11/12/2015,-1.84,-15.01,11.88,1.72,1.31,5.5, suppf
11/13/2015,0.42,-13.15,17.06,1.61,1.23,5.15, suppf
11/14/2015,-0.59,-13.81,14.56,1.61,1.24,5.14, suppf
11/15/2015,-0.98,-14.66,12.6,1.62,1.24,5.14, suppf
11/16/2015,-0.85,-13.16,13.24,1.81,1.38,5.77, suppf
11/17/2015,-0.51,-12.38,11.01,1.47,1.13,4.69, suppf
11/18/2015,-0.3,-12.24,8.13,1.48,1.13,4.73, suppf
11/19/2015,-1.1,-12.4,17.69,1.92,1.44,6.11, suppf
11/20/2015,0.29,-15.54,9.81,1.49,1.14,4.79, suppf
11/21/2015,-1.06,-14.21,9.38,1.54,1.17,4.89, suppf
11/22/2015,-0.12,-14.29,8.21,1.66,1.26,5.32, suppf
11/23/2015,-2.3,-14.88,12.99,2,1.5,6.31, suppf
11/24/2015,-0.65,-15.39,10.02,1.57,1.2,5.03, suppf
11/25/2015,-1.25,-15.04,10.03,1.46,1.12,4.7, suppf
11/26/2015,-1.36,-14.94,12.51,1.59,1.2,5.08, suppf
11/27/2015,-2.06,-14.47,14.21,1.51,1.15,4.84, suppf
11/28/2015,-1.38,-15.23,16.85,1.6,1.23,5.19, suppf
11/29/2015,-1.77,-14.96,10.16,1.44,1.12,4.69, suppf
11/30/2015,-1.22,-13.39,13.31,1.36,1.07,4.42, suppf
12/1/2015,-1.61,-13.92,11.63,1.6,1.22,5.15, suppf
12/2/2015,-1.67,-14.85,17.24,1.57,1.2,5.07, suppf
12/3/2015,-1.98,-15.17,16.26,1.53,1.17,4.94, suppf
12/4/2015,-0.77,-15.16,17.16,1.37,1.06,4.47, suppf
12/5/2015,-0.95,-15.11,18.02,1.42,1.12,4.63, suppf
12/6/2015,-2.22,-15.31,12.91,1.39,1.09,4.51, suppf
12/7/2015,-2.23,-14.12,15.28,1.32,1.04,4.31, suppf
12/8/2015,-2.61,-14.66,19.36,1.53,1.19,4.95, suppf
12/9/2015,-1.11,-14.37,18.46,1.51,1.18,4.92, suppf
12/10/2015,-0.8,-15.25,15.65,1.57,1.23,5.05, suppf
12/11/2015,-2.26,-14.81,15.35,1.57,1.26,5.11, suppf
12/12/2015,-1.75,-15.88,14.71,1.34,1.07,4.42, suppf
12/13/2015,-2.32,-15.34,17.86,1.76,1.37,5.71, suppf
12/14/2015,-2.01,-15.46,13.22,1.62,1.28,5.29, suppf
12/15/2015,-2.15,-15.67,7.14,1.45,1.15,4.72, suppf
12/16/2015,-2.68,-15.09,7.19,1.55,1.22,5.04, suppf
12/17/2015,-2.21,-14.17,13.52,1.57,1.24,5.18, suppf
12/18/2015,-2.55,-14.91,14.55,1.78,1.39,5.84, suppf
12/19/2015,-2.47,-14.79,15.45,1.68,1.32,5.46, suppf
12/20/2015,-2.01,-15.41,18.17,1.42,1.14,4.69, suppf
12/21/2015,-0.71,-16.17,13.3,1.66,1.3,5.42, suppf
12/22/2015,-1.17,-14.77,20.2,1.6,1.26,5.22, suppf
12/23/2015,-0.9,-13.72,16.54,1.61,1.26,5.26, suppf
12/24/2015,-1.26,-15.52,18.6,1.75,1.38,5.66, suppf
12/25/2015,-3.22,-14.94,14.68,1.38,1.1,4.5, suppf
12/26/2015,-2.76,-15.62,10.51,1.55,1.22,4.99, suppf
12/27/2015,-0.92,-15.64,9.83,1.5,1.18,4.88, suppf
12/28/2015,-2.09,-16.27,13.91,1.65,1.3,5.35, suppf
12/29/2015,-2.71,-14.95,12.9,1.59,1.24,5.1, suppf
12/30/2015,-1.04,-14.86,10.79,1.41,1.11,4.58, suppf
12/31/2015,-0.21,-16.38,10.47,1.47,1.16,4.77, suppf
1/1/2016,-0.88,-15.01,15.18,1.4,1.1,4.55, suppf
1/2/2016,-0.94,-16.09,15.85,1.39,1.09,4.52, suppf
1/3/2016,-1.73,-16.14,14.11,1.4,1.1,4.53, suppf
1/4/2016,-2,-15.08,16.4,1.3,1.02,4.22, suppf
1/5/2016,-2.1,-15.73,17.85,1.49,1.16,4.82, suppf
1/6/2016,-1.74,-14.81,13.36,1.68,1.27,5.34, suppf
1/7/2016,-1.58,-15,10.76,1.64,1.26,5.27, suppf
1/8/2016,-1.83,-14.81,6.42,1.4,1.09,4.56, suppf
1/9/2016,-2.22,-15.43,9.21,1.42,1.1,4.55, suppf
1/10/2016,-2.84,-14.67,8.61,1.43,1.11,4.64, suppf
1/11/2016,-2.16,-14.68,8.14,1.34,1.05,4.32, suppf
1/12/2016,-2.32,-14.47,7.8,1.35,1.05,4.36, suppf
1/13/2016,-1.75,-15.49,4.95,1.3,1.01,4.24, suppf
1/14/2016,-0.25,-13.97,2.6,1.47,1.15,4.75, suppf
1/15/2016,-2.71,-13.11,10.15,1.52,1.18,4.8, suppf
1/16/2016,-2.85,-14.23,6.56,1.55,1.19,4.96, suppf
1/17/2016,-2.64,-14.55,5.8,1.66,1.29,5.31, suppf
1/18/2016,-2.2,-14.05,13.09,1.34,1.05,4.34, suppf
1/19/2016,-2.39,-15.17,9.57,1.34,1.05,4.34, suppf
1/20/2016,-1.95,-14.25,11.58,1.39,1.08,4.5, suppf
1/21/2016,-2.66,-15.13,11.54,1.35,1.05,4.37, suppf
1/22/2016,-2.26,-15.42,14.74,1.36,1.06,4.42, suppf
1/23/2016,-2.1,-14.24,14.46,1.34,1.05,4.34, suppf
1/24/2016,-3.06,-14,14.57,1.31,1.03,4.27, suppf
1/25/2016,-2.27,-13.51,11.86,1.41,1.12,4.55, suppf
1/26/2016,-2.61,-13.73,15.27,1.32,1.05,4.28, suppf
1/27/2016,-2.62,-14.51,12.81,1.37,1.08,4.42, suppf
1/28/2016,-2.49,-14.64,12.17,1.44,1.14,4.67, suppf
1/29/2016,-2.88,-14.7,9.2,1.64,1.33,5.28, suppf
1/30/2016,-3.01,-13.07,11.07,1.58,1.25,5.06, suppf
1/31/2016,-2.75,-12.79,10.91,1.61,1.27,5.16, suppf
2/1/2016,-3.55,-13.9,9.44,1.49,1.19,4.8, suppf
2/2/2016,-3.21,-14.59,8.36,1.41,1.12,4.55, suppf
2/3/2016,-1.91,-14.65,8.1,1.28,1.03,4.15, suppf
2/4/2016,-3.3,-15.69,11.57,1.35,1.12,4.39, suppf
2/5/2016,-2.12,-16.03,10.02,1.31,1.09,4.24, suppf
2/6/2016,-2.95,-15.65,3.8,1.5,1.23,4.82, suppf
2/7/2016,-2.81,-15.01,2.44,1.24,1.03,4.03, suppf
2/8/2016,-3.29,-15.54,1.78,1.3,1.08,4.21, suppf
2/9/2016,-2.69,-14.29,-0.69,1.56,1.26,4.97, suppf
2/10/2016,-2.65,-14.27,2.42,1.58,1.26,5.02, suppf
2/11/2016,-2.84,-14.26,3.49,1.39,1.12,4.45, suppf
2/12/2016,-3.01,-15.58,2.52,1.32,1.07,4.28, suppf
2/13/2016,-2.89,-15.1,3.64,1.35,1.09,4.34, suppf
2/14/2016,-3.97,-14.21,4,1.36,1.09,4.37, suppf
2/15/2016,-3.86,-14.26,2.74,1.38,1.12,4.42, suppf
2/16/2016,-3.96,-14.59,5.84,1.52,1.22,4.87, suppf
2/17/2016,-2.46,-15.55,7.14,1.82,1.4,5.65, suppf
2/18/2016,-2.05,-15.57,16.97,1.59,1.25,5.03, suppf
2/19/2016,-2.15,-14.54,8.59,1.45,1.16,4.64, suppf
2/20/2016,-2.64,-15.03,1.25,1.51,1.2,4.81, suppf
2/21/2016,-1.54,-15.16,0.65,1.37,1.09,4.39, suppf
2/22/2016,-3.09,-15.7,-0.93,1.42,1.13,4.53, suppf
2/23/2016,-1.8,-15.77,1.5,1.6,1.25,5.05, suppf
2/24/2016,-3.84,-14.65,-0.8,1.8,1.4,5.68, suppf
2/25/2016,-2.21,-14.86,1.13,1.33,1.06,4.26, suppf
2/26/2016,-2.41,-14.8,5.68,1.37,1.1,4.38, suppf
2/27/2016,-0.85,-14.51,2.32,1.3,1.05,4.19, suppf
2/28/2016,-2.71,-14.5,7.15,1.41,1.12,4.49, suppf
2/29/2016,-2.58,-15.34,3.52,1.5,1.18,4.78, suppf
3/1/2016,-1.72,-14.96,6.98,1.56,1.22,4.92, suppf
3/2/2016,-1.99,-15.38,4.03,1.63,1.25,5.03, suppf
3/3/2016,-2.2,-16.82,-3.58,1.62,1.27,5.14, suppf
3/4/2016,-1.32,-15.79,3.42,1.36,1.06,4.39, suppf
3/5/2016,-0.23,-14.97,7.84,1.43,1.12,4.52, suppf
3/6/2016,-0.91,-14.65,10.06,1.33,1.05,4.24, suppf
3/7/2016,-1.61,-14.65,11.11,1.35,1.06,4.31, suppf
3/8/2016,-1.66,-15.43,8.91,1.42,1.14,4.64, suppf
3/9/2016,-1.36,-15.61,8.71,1.34,1.04,4.25, suppf
3/10/2016,-0.36,-15.3,11.15,1.64,1.26,5.18, suppf
3/11/2016,0.14,-15.17,11.48,1.51,1.16,4.77, suppf
3/12/2016,-0.66,-13.86,8.82,1.4,1.09,4.45, suppf
3/13/2016,-0.41,-14.88,10.32,1.48,1.14,4.7, suppf
3/14/2016,-1.5,-14.95,13,1.63,1.24,5.14, suppf
3/15/2016,-1.62,-14.83,10.17,1.5,1.15,4.79, suppf
3/16/2016,-1.25,-15.37,4.7,1.34,1.03,4.3, suppf
3/17/2016,-1.56,-16.21,8.53,1.38,1.06,4.44, suppf
3/18/2016,-1.93,-14.21,9.3,1.51,1.15,4.71, suppf
3/19/2016,-1.52,-16.42,10.25,1.37,1.05,4.37, suppf
3/20/2016,-0.32,-16.78,9.65,1.44,1.11,4.52, suppf
3/21/2016,-0.75,-15.38,7.86,1.53,1.17,4.84, suppf
3/22/2016,-0.84,-14.52,6.06,1.53,1.16,4.76, suppf
3/23/2016,-1.79,-16.37,4.33,1.4,1.07,4.42, suppf
3/24/2016,-1.68,-15.93,4.82,1.47,1.09,4.53, suppf
3/25/2016,-2.17,-15.75,5.8,1.36,1.03,4.29, suppf
3/26/2016,-1.35,-15.51,10.85,1.51,1.14,4.73, suppf
3/27/2016,-2.31,-15.62,13.16,1.61,1.19,4.94, suppf
3/28/2016,-2.86,-15.55,9.76,1.37,1.03,4.29, suppf
3/29/2016,-3.36,-15.82,10.5,1.39,1.06,4.38, suppf
3/30/2016,-1.81,-14.29,9.5,1.72,1.28,5.34, suppf
3/31/2016,-3.33,-16.38,10.2,1.53,1.14,4.79, suppf
4/1/2016,-4.15,-15.61,10.12,1.42,1.07,4.45, suppf
4/2/2016,-3.74,-15.45,8.92,1.46,1.1,4.56, suppf
4/3/2016,-2.88,-16.57,6.27,1.46,1.1,4.57, suppf
4/4/2016,-3.62,-15.62,6.12,1.5,1.12,4.72, suppf
4/5/2016,-3.7,-15.5,10.04,1.65,1.22,5.15, suppf
4/6/2016,-3.26,-15.66,9.1,1.56,1.15,4.83, suppf
4/7/2016,-3.97,-15.73,7.64,1.46,1.09,4.58, suppf
4/8/2016,-2.49,-17.67,9.88,1.51,1.12,4.73, suppf
4/9/2016,-4.03,-15.8,8.35,1.45,1.08,4.51, suppf
4/10/2016,-4.72,-15.96,11.49,1.39,1.04,4.35, suppf
4/11/2016,-3.56,-15.4,10.79,1.43,1.07,4.48, suppf
4/12/2016,-4.2,-16,10.54,1.39,1.04,4.36, suppf
4/13/2016,-4.32,-16.03,10.6,1.49,1.11,4.63, suppf
4/14/2016,-5.44,-15.37,11.36,1.47,1.1,4.53, suppf
4/15/2016,-5.7,-14.91,2.19,1.76,1.29,5.48, suppf
4/16/2016,-4.53,-16.63,4.15,1.52,1.14,4.69, suppf
4/17/2016,-5.43,-17.89,7.57,1.5,1.13,4.75, suppf
4/18/2016,-4.82,-16.47,6.42,1.4,1.05,4.3, suppf
4/19/2016,-5.13,-16.77,9.72,1.41,1.08,4.38, suppf
4/20/2016,-3.4,-15.76,6.99,1.39,1.05,4.29, suppf
4/21/2016,-4.45,-16.03,8.08,1.4,1.06,4.33, suppf
4/22/2016,-4.21,-15.8,7.68,1.4,1.05,4.33, suppf
4/23/2016,-3.61,-14.95,9.35,1.48,1.11,4.62, suppf
4/24/2016,-4.71,-13.74,6.92,1.77,1.29,5.49, suppf
4/25/2016,-4.76,-14.11,17.02,1.65,1.24,5.17, suppf
4/26/2016,-4.35,-15.44,8.25,1.4,1.05,4.47, suppf
4/27/2016,-4.34,-15.45,10.7,1.53,1.15,4.89, suppf
4/28/2016,-4.44,-15.99,6.73,1.45,1.1,4.62, suppf
4/29/2016,-3.18,-15.56,6.32,1.41,1.07,4.49, suppf
4/30/2016,-2.51,-13.81,4.11,1.56,1.2,4.96, suppf
5/1/2016,-4.34,-15.81,7.8,1.39,1.07,4.41, suppf
5/2/2016,-4.15,-15.96,8.21,1.41,1.08,4.5, suppf
5/3/2016,-3.7,-15.85,10.51,1.4,1.07,4.46, suppf
5/4/2016,-4.29,-15.07,6.69,1.43,1.09,4.55, suppf
5/5/2016,-5.49,-13.85,9.1,1.83,1.38,5.79, suppf
5/6/2016,-4.37,-14.27,9.83,1.56,1.19,4.96, suppf
5/7/2016,-2.9,-14.8,5.85,1.51,1.14,4.76, suppf
5/8/2016,-3.68,-14.71,10.7,1.52,1.16,4.82, suppf
5/9/2016,-3.43,-15.34,8.12,1.93,1.44,6.1, suppf
5/10/2016,-4.27,-14.85,14.05,1.72,1.28,5.37, suppf
5/11/2016,-5.46,-15.4,9.05,1.47,1.11,4.52, suppf
5/12/2016,-3.63,-15.46,8.77,1.42,1.07,4.35, suppf
5/13/2016,-4.23,-15.35,9.16,1.46,1.1,4.56, suppf
5/14/2016,-5.04,-14.96,10.07,1.61,1.21,5.06, suppf
5/15/2016,-4.4,-15.48,5.59,1.35,1.02,4.29, suppf
5/16/2016,-5.5,-15.35,5.31,1.35,1.03,4.32, suppf
5/17/2016,-5.08,-15.58,9.65,1.37,1.04,4.35, suppf
5/18/2016,-4.13,-14.89,7.33,1.54,1.15,4.85, suppf
5/19/2016,-4.09,-15.21,11.11,1.35,1.04,4.37, suppf
5/20/2016,-4.42,-14.86,12.46,1.49,1.13,4.71, suppf
5/21/2016,-3.54,-15.34,10.45,1.38,1.05,4.37, suppf
5/22/2016,-3.63,-14.72,8.84,1.38,1.05,4.39, suppf
5/23/2016,-4.16,-14.47,11.6,1.51,1.14,4.77, suppf
5/24/2016,-4.61,-15.39,6.61,1.43,1.09,4.58, suppf
5/25/2016,-4.46,-15.45,8.8,1.47,1.13,4.71, suppf
5/26/2016,-3.77,-14.9,6.04,1.62,1.24,5.21, suppf
5/27/2016,-3.52,-14.64,6.83,1.62,1.23,5.1, suppf
5/28/2016,-3.59,-15.68,3.73,1.43,1.11,4.56, suppf
5/29/2016,-3.49,-15.13,4.75,1.46,1.16,4.64, suppf
5/30/2016,-4.53,-15.03,4.17,1.79,1.36,5.73, suppf
5/31/2016,-4.52,-15.98,5.22,1.36,1.08,4.4, suppf
6/1/2016,-3.93,-16.06,5.4,1.34,1.05,4.34, suppf
6/2/2016,-1.65,-14.86,8.74,1.71,1.31,5.47, suppf
6/3/2016,-2.01,-14.94,2.59,1.56,1.21,5, suppf
6/4/2016,-5.82,-16.31,-2.85,1.55,1.21,4.98, suppf
6/5/2016,-4.14,-16,5.48,1.41,1.11,4.55, suppf
6/6/2016,-4.36,-15.35,4.15,1.3,1.04,4.2, suppf
6/7/2016,-4.61,-14.67,2.47,1.78,1.33,5.59, suppf
6/8/2016,-3.75,-14.64,7.5,1.55,1.2,4.98, suppf
6/9/2016,-3.5,-15.04,7.59,1.42,1.12,4.56, suppf
6/10/2016,-3.52,-15.91,7.74,1.33,1.06,4.32, suppf
6/11/2016,-4.53,-15.21,6.32,1.35,1.08,4.35, suppf
6/12/2016,-3.81,-15.23,0.96,1.32,1.05,4.25, suppf
6/13/2016,-3.65,-15.05,-0.54,1.38,1.09,4.44, suppf
6/14/2016,-5.02,-16.04,5.52,1.93,1.47,6.15, suppf
6/15/2016,-4.45,-15.72,1.86,1.78,1.37,5.63, suppf
6/16/2016,-4.16,-14.72,9.15,1.7,1.32,5.34, suppf
6/17/2016,-5.3,-15.98,2.85,1.53,1.2,4.84, suppf
6/18/2016,-5.81,-14.96,10.03,2.11,1.57,6.63, suppf
6/19/2016,-4.55,-15.39,5.76,1.36,1.07,4.3, suppf
6/20/2016,-3.23,-16.45,1.63,1.4,1.1,4.43, suppf
6/21/2016,-2.72,-18.06,6.52,2.4,1.76,7.6, suppf
6/22/2016,-5.8,-15.18,3.57,1.66,1.29,5.28, suppf
6/23/2016,-4.39,-14.57,6.79,1.84,1.4,5.78, suppf
6/24/2016,-4.48,-13.41,-3.5,1.79,1.37,5.52, suppf
6/25/2016,-1.24,-14.88,6.63,1.56,1.19,4.86, suppf
6/26/2016,-3.55,-16.79,2.05,1.38,1.07,4.36, suppf
6/27/2016,-4.94,-18.29,-1.16,1.46,1.13,4.68, suppf
6/28/2016,-3.55,-15.7,-0.01,2.18,1.61,6.85, suppf
6/29/2016,-3.01,-15.33,2.95,2.14,1.59,6.68, suppf
6/30/2016,-4.31,-17.07,3.63,1.32,1.02,4.21, suppf
7/1/2016,-3.43,-18.13,2.87,1.24,0.96,3.92, suppf
7/2/2016,-3.45,-17.1,4.52,1.24,0.96,3.91, suppf
7/3/2016,-4.57,-16.92,5.23,1.36,1.05,4.35, suppf
7/4/2016,-4.06,-16.66,6.98,1.4,1.09,4.51, suppf
7/5/2016,-4.34,-17.4,4.97,1.28,0.99,4.01, suppf
7/6/2016,-5.03,-17.73,7.26,1.5,1.15,4.69, suppf
7/7/2016,-5.04,-19.21,3.29,2.14,1.57,6.72, suppf
7/8/2016,-0.64,-15.72,5.88,1.71,1.28,5.37, suppf
7/9/2016,-3.61,-16.43,5.45,1.46,1.12,4.6, suppf
7/10/2016,-4.15,-17.86,6.92,1.45,1.1,4.58, suppf
7/11/2016,-3.25,-17.86,2.62,1.85,1.37,5.78, suppf
7/12/2016,-4.6,-15.77,6.54,1.85,1.37,5.82, suppf
7/13/2016,-3.95,-16.95,0.76,1.79,1.34,5.59, suppf
7/14/2016,-3.94,-17.32,9.29,1.39,1.06,4.38, suppf
7/15/2016,-3.49,-16.28,3.7,1.52,1.13,4.74, suppf
7/16/2016,-4.77,-17.19,7.99,1.59,1.19,5.01, suppf
7/17/2016,-3.74,-17.05,8.08,1.51,1.15,4.76, suppf
7/18/2016,-3.73,-17.49,10.37,1.73,1.34,5.45, suppf
7/19/2016,-5.25,-16.78,10.61,1.91,1.44,6, suppf
7/20/2016,-5.01,-15.57,12.84,1.85,1.39,5.78, suppf
7/21/2016,-3.43,-16.55,16.02,2.23,1.65,7.07, suppf
7/22/2016,-5.08,-17.34,4.65,2.28,1.64,7, suppf
7/23/2016,-3.8,-16.36,6.6,1.47,1.15,4.65, suppf
7/24/2016,-3.36,-16.96,11.06,1.71,1.32,5.37, suppf
7/25/2016,-3.95,-16.22,2.51,2.17,1.6,6.82, suppf
7/26/2016,-4.39,-17.5,-0.24,1.64,1.28,5.27, suppf
7/27/2016,-4.81,-15.69,5.66,1.67,1.31,5.3, suppf
7/28/2016,-4.39,-17.62,4.36,1.31,1.04,4.17, suppf
7/29/2016,-4.81,-17.29,7.81,1.25,1.01,4.03, suppf
7/30/2016,-5.37,-17.64,10.67,1.63,1.26,5.11, suppf
7/31/2016,-4.38,-16.89,12.98,1.48,1.15,4.65, suppf
8/1/2016,-4.52,-16.55,6.77,1.35,1.06,4.27, suppf
8/2/2016,-5.01,-16.92,5.46,1.99,1.48,6.18, suppf
8/3/2016,-4.37,-16.71,9.15,1.53,1.18,4.82, suppf
8/4/2016,-5.67,-16,1.96,1.61,1.25,5.05, suppf
8/5/2016,-5.17,-15.89,6.65,1.77,1.34,5.51, suppf
8/6/2016,-5.59,-16.35,8.36,2.01,1.5,6.26, suppf
8/7/2016,-4.03,-16.36,5.41,2.11,1.56,6.6, suppf
8/8/2016,-5.47,-15.45,17.06,2.08,1.54,6.46, suppf
8/9/2016,-3.68,-18.16,2.13,2.15,1.61,6.64, suppf
8/10/2016,-4.66,-16.55,3.49,1.41,1.09,4.44, suppf
8/11/2016,-4.78,-16.95,0.29,1.93,1.44,6.03, suppf
8/12/2016,-4.6,-14.52,6.11,1.96,1.46,6.11, suppf
8/13/2016,-8.38,-16.23,9.64,1.84,1.38,5.74, suppf
8/14/2016,-4.57,-15.94,4.83,1.44,1.12,4.51, suppf
8/15/2016,-3.89,-17.18,5.84,1.42,1.1,4.42, suppf
8/16/2016,-6.1,-15.42,6.38,1.94,1.47,5.94, suppf
8/17/2016,-2.77,-17.01,-0.32,1.85,1.39,5.74, suppf
8/18/2016,-3.65,-15.57,-10.54,1.83,1.4,5.67, suppf
8/19/2016,-3.96,-16.68,-1.06,1.54,1.21,4.84, suppf
8/20/2016,-4.57,-16.37,-3.1,1.76,1.33,5.5, suppf
8/21/2016,-2.65,-14.92,1.44,2.01,1.5,6.27, suppf
8/22/2016,-3.75,-15.42,5.51,1.55,1.19,4.84, suppf
8/23/2016,-4.42,-15.98,7.59,1.41,1.09,4.43, suppf
8/24/2016,-4.91,-16.5,0.62,1.29,1,4.07, suppf
8/25/2016,-4.08,-17.03,3.83,1.35,1.04,4.24, suppf
8/26/2016,-5.88,-16.61,1.3,1.92,1.41,6, suppf
8/27/2016,-3.89,-17.56,10.32,1.97,1.46,6.16, suppf
8/28/2016,-2.98,-17.56,12.01,2.2,1.61,6.92, suppf
8/29/2016,-3.67,-16.96,-1.85,1.45,1.11,4.54, suppf
8/30/2016,-3.72,-16.52,1.53,1.68,1.26,5.28, suppf
8/31/2016,-3.45,-16.07,-1.77,1.61,1.21,5.07, suppf
9/1/2016,-4.38,-15.82,5.65,1.4,1.06,4.41, suppf
9/2/2016,-5,-15.14,3.32,2.15,1.56,6.7, suppf
9/3/2016,-3.5,-14.72,6.12,1.72,1.28,5.39, suppf
9/4/2016,-3.51,-16.31,6.61,1.92,1.42,5.92, suppf
9/5/2016,-4.76,-16.2,7.95,1.56,1.18,4.85, suppf
9/6/2016,-4.77,-14.99,5.34,1.43,1.09,4.48, suppf
9/7/2016,-4.37,-16.05,4.68,1.29,0.99,4.07, suppf
9/8/2016,-4.36,-15.66,5.01,1.41,1.08,4.46, suppf
9/9/2016,-4.09,-15.94,12.02,1.36,1.03,4.25, suppf
9/10/2016,-4.44,-16.03,7.48,1.72,1.28,5.31, suppf
9/11/2016,-3.49,-15.97,14.94,1.66,1.24,5.16, suppf
9/12/2016,-3.64,-16.34,6.67,1.71,1.28,5.31, suppf
9/13/2016,-4.09,-16.35,13.82,1.71,1.27,5.34, suppf
9/14/2016,-3.26,-16.49,15.45,1.6,1.2,4.98, suppf
9/15/2016,-4.14,-17.99,14.51,1.5,1.14,4.61, suppf
9/16/2016,-3.56,-16.51,11.45,1.42,1.07,4.39, suppf
9/17/2016,-4.47,-17.08,13.77,1.57,1.18,4.86, suppf
9/18/2016,-3.99,-16.85,16.91,1.64,1.22,5.08, suppf
9/19/2016,-4.74,-17.02,6.22,2.04,1.49,6.31, suppf
9/20/2016,-3.42,-18.11,10.47,1.57,1.17,4.83, suppf
9/21/2016,-4.15,-17.07,12.79,1.53,1.15,4.72, suppf
9/22/2016,-3.37,-17.33,13.41,1.51,1.12,4.63, suppf
9/23/2016,-4.07,-16.66,13.9,1.4,1.05,4.34, suppf
9/24/2016,-3.98,-17.03,14.37,1.49,1.13,4.63, suppf
9/25/2016,-4.36,-17.43,13.03,1.41,1.05,4.37, suppf
9/26/2016,-5.07,-17.76,13.77,1.56,1.16,4.83, suppf
9/27/2016,-4.43,-17.31,13.17,1.29,0.96,4, suppf
9/28/2016,-4.61,-18.19,9.23,1.28,0.96,4, suppf
9/29/2016,-4.01,-17.21,7.76,1.81,1.32,5.59, suppf
9/30/2016,-4.03,-17.85,-1.27,2.09,1.51,6.5, suppf
10/1/2016,-3.34,-17.34,15.82,1.94,1.41,6.03, suppf
10/2/2016,-4.26,-16.16,10.45,1.71,1.25,5.26, suppf
10/3/2016,-5.08,-16.6,11.19,1.44,1.06,4.48, suppf
10/4/2016,-4.89,-17.09,10.24,1.69,1.24,5.26, suppf
10/5/2016,-5.54,-17.19,12.69,1.6,1.18,5.03, suppf
10/6/2016,-3.66,-17.62,10.88,1.84,1.35,5.76, suppf
10/7/2016,-4.45,-17.56,9.62,1.94,1.4,6.01, suppf
10/8/2016,-4.35,-16.83,12.37,1.66,1.22,5.15, suppf
10/9/2016,-3.81,-17.72,9.62,1.43,1.06,4.46, suppf
10/10/2016,-5.38,-16.91,15.64,1.98,1.44,6.15, suppf
10/11/2016,-3.68,-16.3,11.63,1.7,1.25,5.31, suppf
10/12/2016,-4.33,-16.98,14.11,1.32,0.98,4.14, suppf
10/13/2016,-4.01,-16.29,16.18,1.4,1.04,4.41, suppf
10/14/2016,-5.56,-17.25,10.58,1.43,1.05,4.49, suppf
10/15/2016,-4.12,-16.5,12.2,1.34,1.01,4.23, suppf
10/16/2016,-3.81,-17.4,12.36,1.41,1.06,4.42, suppf
