PBO Station Position Time Series.,,,,,,,
Format Version, 1.2.0,,,,,,
Reference Frame, NAM08,,,,,,
4-character ID, AB02,,,,,,
Station name, Nikolski__AK2007,,,,,,
Begin Date, 2007-05-23,,,,,,
End Date, 2017-03-20,,,,,,
Release Date, 2017-03-22,,,,,,
Source file, AB02.pbo.nam08.pos,,,,,,
Offset from source file, 2.92 mm North, -1.30 mm East, 2.51 mm Vertical,,,,
Reference position, 52.9706058839 North Latitude, -168.8546704269 East Longitude, 192.78683 meters elevation,,,,
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality
5/23/2007,0,0,0,1.77,1.36,5.54, repro
5/24/2007,0.6,0.86,1.6,1.57,1.2,4.95, repro
5/25/2007,2.06,0.28,2.41,1.5,1.15,4.69, repro
5/26/2007,1.51,-0.54,-2.84,1.44,1.1,4.54, repro
5/27/2007,1.74,-0.18,-6.32,1.47,1.11,4.62, repro
5/28/2007,1.24,-0.1,-5.98,1.66,1.25,5.1, repro
5/29/2007,0.86,-0.35,-2.34,1.66,1.26,5.18, repro
5/30/2007,0.13,0.02,-3.58,1.47,1.14,4.63, repro
5/31/2007,1.96,-1.39,-6.82,1.54,1.18,4.83, repro
6/1/2007,0.8,0.77,-7.2,1.51,1.16,4.8, repro
6/2/2007,1.2,0.92,-1.95,1.57,1.2,4.96, repro
6/3/2007,0.93,-0.6,-7.88,1.39,1.08,4.4, repro
6/4/2007,1.1,-0.87,-6.46,1.53,1.17,4.83, repro
6/5/2007,2.6,-1.11,-4.74,1.68,1.31,5.42, repro
6/6/2007,0.81,0.25,-4.72,1.49,1.17,4.72, repro
6/7/2007,-0.26,0.13,-1.52,1.5,1.18,4.73, repro
6/8/2007,2.13,-0.58,-1.85,1.52,1.17,4.74, repro
6/9/2007,1.61,-0.39,-3.88,1.44,1.12,4.54, repro
6/10/2007,1.24,0.07,-2.4,1.42,1.11,4.5, repro
6/11/2007,1.2,-1.01,-1.18,1.41,1.09,4.48, repro
6/12/2007,0.63,-0.76,-7.35,1.47,1.14,4.65, repro
6/13/2007,1.09,-0.71,-10.76,1.5,1.19,4.73, repro
6/14/2007,0.71,-0.18,-11.36,1.43,1.15,4.53, repro
6/15/2007,0.4,-0.09,-12.81,1.42,1.14,4.5, repro
6/16/2007,0.54,-0.63,-9.7,1.49,1.19,4.73, repro
6/17/2007,1.16,-0.38,-3.45,1.73,1.37,5.37, repro
6/18/2007,1.71,-0.67,-7.59,1.67,1.31,5.24, repro
6/19/2007,1.93,0.24,-5.62,1.74,1.36,5.49, repro
6/20/2007,2.08,-0.41,-5.5,1.65,1.3,5.17, repro
6/21/2007,1.75,-2.05,-4.92,1.65,1.3,5.16, repro
6/22/2007,0.15,1.74,-1.72,2.1,1.61,6.59, repro
6/23/2007,1.6,0.31,-4.36,1.7,1.32,5.28, repro
6/24/2007,1.06,0.24,-2.24,1.74,1.37,5.38, repro
6/25/2007,1.12,-1.2,-2.71,2.07,1.58,6.52, repro
6/26/2007,1.59,-1.58,-5.62,2.07,1.58,6.52, repro
6/27/2007,2.59,1.22,-3.88,1.83,1.41,5.68, repro
6/28/2007,3.72,-0.77,-13.59,1.95,1.53,6.05, repro
6/29/2007,1.16,-0.15,-10.91,1.63,1.27,5.07, repro
6/30/2007,2.25,-2.51,-3.7,1.5,1.16,4.66, repro
7/1/2007,2.84,-0.22,-5.7,1.54,1.2,4.83, repro
7/2/2007,2.94,-1.5,-6.91,1.7,1.31,5.35, repro
7/3/2007,3.2,-1.25,-5.13,1.46,1.13,4.56, repro
7/4/2007,2.31,-0.91,-5.86,1.49,1.16,4.67, repro
7/5/2007,1.69,-1.85,-4.22,1.45,1.12,4.53, repro
7/6/2007,3.84,-1.98,-7.51,1.48,1.14,4.68, repro
7/7/2007,3.59,-2.17,-10.99,1.33,1.02,4.18, repro
7/8/2007,3.44,-0.78,-9.28,1.47,1.13,4.58, repro
7/9/2007,3.87,-2.03,-11.17,1.76,1.33,5.5, repro
7/10/2007,3.42,-3.05,-9.34,1.59,1.2,4.97, repro
7/11/2007,2.73,-1.75,-5.76,1.67,1.27,5.15, repro
7/12/2007,2.42,-1.88,-11.28,1.42,1.09,4.42, repro
7/13/2007,2.19,-2.8,-4.35,1.43,1.09,4.47, repro
7/14/2007,3.86,-2.05,-1.34,1.77,1.33,5.56, repro
7/15/2007,2.17,-1.63,-0.52,1.34,1.02,4.22, repro
7/16/2007,2.34,-0.79,-4.79,1.82,1.36,5.66, repro
7/17/2007,3.32,-1.3,-4.63,1.65,1.24,5.16, repro
7/18/2007,2.05,-1.37,-6.34,1.39,1.06,4.39, repro
7/19/2007,1.81,-1.91,-0.12,1.34,1.01,4.22, repro
7/20/2007,1.77,-1.44,0.37,1.39,1.05,4.39, repro
7/21/2007,1.33,-0.51,5.15,1.53,1.14,4.79, repro
7/22/2007,2.29,-2.87,-1.99,2.52,1.82,7.96, repro
7/23/2007,3.28,-1.15,-9.91,2.33,1.69,7.35, repro
7/24/2007,2.41,-0.13,2.84,1.58,1.16,4.91, repro
7/25/2007,1.73,-0.97,3.24,1.56,1.16,4.86, repro
7/26/2007,2.2,-0.4,-3.82,1.55,1.15,4.83, repro
7/27/2007,2.01,-1.25,-0.27,1.36,1.02,4.24, repro
7/28/2007,1.85,-1.92,-2.21,1.47,1.09,4.59, repro
7/29/2007,-0.37,-0.64,-2.07,1.72,1.26,5.36, repro
7/30/2007,2.25,-0.59,-2.41,1.55,1.16,4.88, repro
7/31/2007,4.03,-0.05,-2.82,1.97,1.44,6.14, repro
8/1/2007,1.93,-0.16,-4.08,1.56,1.15,4.83, repro
8/2/2007,0.73,-1.19,-2.27,1.37,1.01,4.24, repro
8/3/2007,0.58,-1.54,0.68,1.71,1.26,5.3, repro
8/4/2007,0.59,-0.55,1.57,1.92,1.4,5.94, repro
8/5/2007,1.13,-0.39,-0.67,1.49,1.1,4.63, repro
8/6/2007,3.22,-2.26,-1.1,2.15,1.56,6.71, repro
8/7/2007,2.35,-0.91,0.62,1.8,1.31,5.58, repro
8/8/2007,2.57,-1.39,-2.66,1.58,1.16,4.93, repro
8/9/2007,1.1,-2.96,2.02,1.81,1.33,5.68, repro
8/10/2007,3.72,-1.18,-1.45,1.83,1.36,5.66, repro
8/11/2007,1.05,-1.46,-2.38,1.92,1.43,5.96, repro
8/12/2007,-0.37,-2.48,-4.81,1.9,1.39,5.87, repro
8/13/2007,2.45,1.17,-8.06,2.47,1.79,7.77, repro
8/14/2007,1.92,-2.6,-2.91,1.42,1.04,4.35, repro
8/15/2007,3.22,-3.29,-1.19,2.33,1.68,7.19, repro
8/16/2007,1.27,-2.04,5.45,2.29,1.66,7.09, repro
8/17/2007,0.93,-1.77,4.75,1.81,1.31,5.62, repro
8/18/2007,1.41,-1.76,8.71,2.09,1.56,6.57, repro
8/19/2007,3.16,0.14,3.02,1.72,1.29,5.44, repro
8/20/2007,1.35,-0.71,1.42,1.71,1.28,5.39, repro
8/21/2007,0.9,-2.1,1.09,1.63,1.23,5.13, repro
8/22/2007,1.63,-0.31,1.94,1.37,1.03,4.37, repro
8/23/2007,0.67,-0.48,-0.86,1.43,1.08,4.53, repro
8/24/2007,1.13,-1.19,7.88,1.87,1.43,5.95, repro
8/25/2007,2.24,-0.21,1.08,2.08,1.54,6.5, repro
8/26/2007,1.05,-0.1,-2.58,1.39,1.07,4.41, repro
8/27/2007,2,0.34,-0.83,1.66,1.25,5.22, repro
8/28/2007,1.62,-0.9,-0.68,1.44,1.1,4.56, repro
8/29/2007,2.89,-1.61,-4.25,1.46,1.1,4.61, repro
8/30/2007,2.2,-2.31,-3.28,1.48,1.12,4.71, repro
8/31/2007,1.8,-0.87,3.06,1.36,1.04,4.31, repro
9/1/2007,2.52,-1.32,1.32,1.39,1.06,4.37, repro
9/2/2007,3.68,-2.63,-0.3,1.5,1.13,4.75, repro
9/3/2007,1.77,-0.14,2.94,1.9,1.42,5.94, repro
9/4/2007,1.9,-1.29,0.36,1.63,1.24,5.12, repro
9/5/2007,2.13,-1.05,-4.14,1.72,1.3,5.43, repro
9/6/2007,0.73,-1.11,-2.31,1.8,1.37,5.63, repro
9/7/2007,0.4,-2.44,-5.5,1.72,1.32,5.41, repro
9/8/2007,1.76,-2.16,-1.22,1.61,1.24,5.04, repro
9/9/2007,1.88,-1.6,-5.19,1.65,1.27,5.17, repro
9/10/2007,1.59,-3.48,-6.89,2.14,1.6,6.72, repro
9/11/2007,2.24,-2.82,-7.52,1.8,1.37,5.6, repro
9/12/2007,1.47,-2.15,-1.07,1.71,1.3,5.34, repro
9/13/2007,1.75,-2.22,-4.55,1.67,1.28,5.23, repro
9/14/2007,2.24,-1.36,-4.97,1.38,1.06,4.37, repro
9/15/2007,2.87,-1.84,-4.6,1.36,1.06,4.36, repro
9/16/2007,2.05,-2.15,-7.43,1.42,1.11,4.53, repro
9/17/2007,1.64,-1.83,-1.07,1.56,1.2,4.9, repro
9/18/2007,-0.56,-2.88,-10.12,2.07,1.55,6.37, repro
9/19/2007,-2.24,-3.26,-3.6,2.07,1.58,6.46, repro
9/20/2007,2.84,-0.48,-2.48,1.78,1.36,5.57, repro
9/21/2007,2,-2.13,-9.34,1.39,1.07,4.41, repro
9/22/2007,2.83,-0.82,-3,1.99,1.51,6.28, repro
9/23/2007,-0.75,-4.76,-10.44,1.88,1.43,5.99, repro
9/24/2007,-1.77,-5.24,-0.82,2.04,1.52,6.4, repro
9/25/2007,-0.24,-2.65,-2.97,1.69,1.31,5.36, repro
9/26/2007,1.95,-1.92,-3.74,1.75,1.34,5.56, repro
9/27/2007,1.05,-2.38,2.08,2.11,1.6,6.71, repro
9/28/2007,-0.69,-1.99,-1.55,1.88,1.47,5.9, repro
9/29/2007,0.71,-1.98,-1.47,1.71,1.35,5.39, repro
9/30/2007,-1.9,-2.54,-7.26,1.87,1.43,5.78, repro
10/1/2007,1.37,-2.11,2.07,1.88,1.45,5.87, repro
10/2/2007,-0.15,-1.76,-1.54,1.67,1.32,5.25, repro
10/3/2007,2.6,-2.49,-6.62,1.79,1.4,5.69, repro
10/4/2007,-0.35,-2.69,0.98,2.01,1.55,6.38, repro
10/5/2007,0.23,-2.78,1.12,1.54,1.22,4.88, repro
10/6/2007,1.4,-2.02,-2.22,1.54,1.21,4.89, repro
10/7/2007,1.15,-1.73,-1.09,1.47,1.17,4.72, repro
10/8/2007,1.49,-2.8,-7.36,1.74,1.35,5.58, repro
10/9/2007,1.86,-3.19,-2.51,1.71,1.36,5.48, repro
10/10/2007,1.37,-2.72,-2.7,1.59,1.29,5.16, repro
10/11/2007,1.31,-2.76,-3.04,1.45,1.15,4.67, repro
10/12/2007,0.92,-2.31,-0.32,1.41,1.12,4.57, repro
10/13/2007,1.2,-2.14,-4.45,1.55,1.23,4.99, repro
10/14/2007,0.65,-3.15,-0.78,1.71,1.37,5.49, repro
10/15/2007,1.03,-3.2,-2.27,1.75,1.38,5.64, repro
10/16/2007,1.43,-2.58,-5.41,1.64,1.32,5.28, repro
10/17/2007,1.28,-2.15,-4.55,1.41,1.15,4.58, repro
10/18/2007,2.02,-2.47,-9.29,1.72,1.37,5.51, repro
10/19/2007,2.72,-1.57,-9.14,1.62,1.3,5.22, repro
10/20/2007,1.84,-1.93,-3.87,1.6,1.3,5.14, repro
10/21/2007,2.02,-3.24,-5.24,1.75,1.41,5.61, repro
10/22/2007,1.77,-2.8,-0.35,1.53,1.24,4.89, repro
10/23/2007,1.04,-2.84,-0.73,1.44,1.24,4.61, repro
10/24/2007,1.05,-2.68,-1.57,1.73,1.44,5.47, repro
10/25/2007,0.83,-2.57,-5.57,1.72,1.43,5.42, repro
10/26/2007,1.24,-3.15,-5.93,1.7,1.38,5.3, repro
10/27/2007,0.96,-2.68,-5.19,1.59,1.31,5.03, repro
10/28/2007,0.15,-2.68,-0.11,1.61,1.37,5.09, repro
10/29/2007,0.62,-3.3,5.59,1.91,1.55,6.02, repro
10/30/2007,1.22,-2.83,2.82,1.7,1.41,5.36, repro
10/31/2007,0.59,-3.58,1.13,1.63,1.35,5.14, repro
11/1/2007,1.48,-3.96,3.42,1.67,1.37,5.3, repro
11/2/2007,0.06,-3.64,6.66,1.69,1.39,5.35, repro
11/3/2007,2.21,-3.26,3.82,1.77,1.45,5.62, repro
11/4/2007,1.91,-2.86,3.46,1.54,1.27,4.91, repro
11/5/2007,1.46,-3.11,1.25,1.65,1.36,5.24, repro
11/6/2007,1.69,-3.52,-2.69,1.47,1.22,4.7, repro
11/7/2007,0.67,-2.63,2.15,1.57,1.27,4.94, repro
11/8/2007,1.54,-4.82,5.11,1.73,1.4,5.41, repro
11/9/2007,2,-4.54,6.44,1.58,1.28,5.01, repro
11/10/2007,1.66,-3.16,7.03,1.53,1.25,4.9, repro
11/11/2007,0.52,-2.89,2.09,1.45,1.19,4.67, repro
11/12/2007,0.4,-2.5,7.44,1.72,1.38,5.48, repro
11/13/2007,0.83,-3.22,9.06,1.68,1.35,5.32, repro
11/14/2007,0.65,-4.29,3.43,1.78,1.41,5.61, repro
11/15/2007,-0.62,-3.05,3.21,1.83,1.45,5.77, repro
11/16/2007,0.24,-1.92,2.25,1.59,1.28,5.04, repro
11/17/2007,0.26,-2.08,4.53,1.53,1.23,4.83, repro
11/18/2007,0.8,-1.83,0.95,1.61,1.29,5.08, repro
11/19/2007,1.09,-1.66,-0.14,1.66,1.32,5.22, repro
11/20/2007,-0.24,-3.18,4.72,1.56,1.25,4.9, repro
11/21/2007,1.2,-2.61,2.08,1.58,1.26,4.95, repro
11/22/2007,1.99,-3.51,-0.57,1.49,1.19,4.67, repro
11/23/2007,0.44,-2.52,6.06,1.61,1.26,4.96, repro
11/24/2007,0.13,-2.67,3.81,1.58,1.28,5, repro
11/25/2007,-0.11,-2.64,3.17,1.36,1.1,4.33, repro
11/26/2007,-1.38,-4.21,-1.25,1.74,1.37,5.43, repro
11/27/2007,0.06,-2.93,-1.77,1.75,1.39,5.49, repro
11/28/2007,0.22,-2.83,-1.13,1.89,1.47,5.89, repro
11/29/2007,0.21,-2.12,-2.94,2.13,1.64,6.74, repro
11/30/2007,-2.04,-0.71,0.95,1.64,1.31,5.15, repro
12/1/2007,-0.86,-1.77,-1.18,1.69,1.35,5.31, repro
12/2/2007,0.15,-3.14,2.58,1.61,1.31,5.11, repro
12/3/2007,0.2,-4.62,5.04,1.99,1.57,6.31, repro
12/4/2007,-0.26,-4.86,-0.33,1.56,1.27,4.98, repro
12/5/2007,-0.91,-4.75,1.15,1.75,1.41,5.55, repro
12/6/2007,-0.99,-4.77,-2.85,1.78,1.38,5.51, repro
12/7/2007,0.22,-4.01,-3.75,1.59,1.27,5.04, repro
12/8/2007,0.16,-3.39,-1.86,1.73,1.38,5.43, repro
12/9/2007,-0.45,-3,0.33,1.72,1.36,5.42, repro
12/10/2007,-0.84,-4.07,3.38,1.79,1.41,5.66, repro
12/11/2007,-0.19,-2.89,-0.95,1.64,1.3,5.2, repro
12/12/2007,1.07,-3.11,-1.2,1.43,1.12,4.59, repro
12/13/2007,0.74,-3.87,-4.2,1.61,1.26,5.04, repro
12/14/2007,-0.95,-2.87,-6.15,1.57,1.24,5.05, repro
12/15/2007,0.72,-2.37,-0.53,1.63,1.28,5.13, repro
12/16/2007,-0.06,-2.94,3.34,1.51,1.19,4.77, repro
12/17/2007,0.2,-2.32,2.94,1.48,1.17,4.71, repro
12/18/2007,0.22,-3.4,3.57,1.58,1.24,4.83, repro
12/19/2007,1.22,-3.04,5.13,1.78,1.37,5.57, repro
12/20/2007,0.08,-3.79,4.07,1.54,1.21,4.82, repro
12/21/2007,0.78,-2.9,1.93,1.51,1.18,4.77, repro
12/22/2007,-0.01,-3.05,2.03,1.66,1.31,5.23, repro
12/23/2007,0.83,-3.21,0.49,1.63,1.29,5.14, repro
12/24/2007,0.39,-2.52,0.33,1.54,1.21,4.88, repro
12/25/2007,0.52,-1.95,-0.19,1.59,1.24,4.96, repro
12/26/2007,-0.55,-2.91,-1.62,1.65,1.29,5.19, repro
12/27/2007,-1.61,-2.48,-0.49,1.73,1.35,5.39, repro
12/28/2007,-2.01,-1.38,5.39,1.71,1.35,5.38, repro
12/29/2007,-1.81,-2.07,0.29,1.67,1.3,5.26, repro
12/30/2007,-2.76,-0.79,-7.47,1.54,1.21,4.87, repro
12/31/2007,-4.25,-2.26,-2.11,1.78,1.37,5.62, repro
1/1/2008,-3.67,-3.3,2.91,1.49,1.17,4.76, repro
1/2/2008,-1.89,-2.55,8.37,1.65,1.29,5.25, repro
1/3/2008,-3.03,-1.53,5.07,1.62,1.28,5.21, repro
1/4/2008,-2.51,-0.28,5.33,1.49,1.19,4.84, repro
1/5/2008,-3.2,-0.14,2.54,1.52,1.2,4.92, repro
1/6/2008,-2.77,-0.96,-1.19,1.4,1.12,4.54, repro
1/7/2008,-3.26,-1.01,1.05,1.41,1.11,4.56, repro
1/8/2008,-3.12,-1.59,-2.9,1.46,1.15,4.75, repro
1/9/2008,-3.15,-0.71,-2.37,1.38,1.1,4.57, repro
1/10/2008,-3.03,-0.76,-4.47,1.45,1.13,4.67, repro
1/11/2008,-2.5,-0.06,-0.91,1.5,1.16,4.8, repro
1/12/2008,-2.46,-0.07,-4.48,1.44,1.12,4.63, repro
1/13/2008,-3.35,-1.74,-4.49,1.48,1.15,4.79, repro
1/14/2008,-2.95,-0.83,-1.57,1.77,1.36,5.61, repro
1/15/2008,-4.01,-1.72,-1.16,1.79,1.37,5.63, repro
1/16/2008,-3.03,-1.92,-2.95,1.66,1.28,5.33, repro
1/17/2008,-2.3,-1.51,-12.27,1.47,1.12,4.69, repro
1/18/2008,-3.31,-1.79,-3.77,1.72,1.3,5.42, repro
1/19/2008,-3.24,-1.62,-10.62,1.74,1.33,5.52, repro
1/20/2008,-3.68,-2.27,-5.69,1.46,1.13,4.65, repro
1/21/2008,-2.81,-1.36,-2.36,1.46,1.14,4.68, repro
1/22/2008,-4.51,-1.48,-3.15,1.43,1.11,4.62, repro
1/23/2008,-2.76,-1.94,-1.87,1.53,1.17,4.87, repro
1/24/2008,-2.84,-1.85,-3.75,2.1,1.57,6.68, repro
1/25/2008,-3.72,-2.68,1.22,1.58,1.22,5.05, repro
1/26/2008,-2.31,-3.22,4.17,1.89,1.44,6.08, repro
1/27/2008,-3.08,-2.41,4.39,1.9,1.44,5.99, repro
1/28/2008,-3.02,-2.64,-0.59,1.56,1.19,4.97, repro
1/29/2008,-2.65,-1.5,0.11,1.46,1.11,4.62, repro
1/30/2008,-2.5,-2.52,-0.81,1.57,1.18,4.97, repro
1/31/2008,-2.05,-3.31,1.4,1.51,1.14,4.82, repro
2/1/2008,-2.34,-2.67,1.81,1.48,1.12,4.75, repro
2/2/2008,-3.17,-2.23,6.56,1.57,1.18,4.98, repro
2/3/2008,-2.07,-2.73,3.11,1.66,1.25,5.28, repro
2/4/2008,-2.78,-2.95,3.48,1.73,1.3,5.5, repro
2/5/2008,-2.31,-2.85,-0.81,1.65,1.29,5.21, repro
2/6/2008,-2.14,-2.34,4.06,1.47,1.14,4.61, repro
2/7/2008,-0.63,-2.35,3.69,1.52,1.14,4.81, repro
2/8/2008,-1.57,-2.14,4.37,1.51,1.14,4.74, repro
2/9/2008,-1.19,-2.1,6.05,1.39,1.08,4.39, repro
2/10/2008,-0.62,-2.41,7.78,1.35,1.01,4.28, repro
2/11/2008,-0.27,-1.65,7.51,1.33,1,4.22, repro
2/12/2008,-1.7,-2.86,2.4,1.42,1.07,4.47, repro
2/13/2008,-1.63,-1.8,2.68,1.53,1.15,4.82, repro
2/14/2008,-1.81,-1.42,0.37,1.49,1.11,4.64, repro
2/15/2008,-1.91,-1.24,2.05,1.51,1.12,4.7, repro
2/16/2008,-0.63,-1.67,4.84,1.53,1.16,4.77, repro
2/17/2008,-2.53,-3.25,-0.65,1.61,1.2,5.04, repro
2/18/2008,-0.97,-2.23,5.13,1.45,1.09,4.55, repro
2/19/2008,-2.22,-2.26,4.17,1.39,1.04,4.41, repro
2/20/2008,-1.92,-1.5,5.68,1.43,1.06,4.5, repro
2/21/2008,-1.31,-1.64,2.36,1.47,1.1,4.63, repro
2/22/2008,-0.92,-0.53,-2.24,1.47,1.09,4.61, repro
2/23/2008,-0.34,-0.9,-3.45,1.44,1.08,4.53, repro
2/24/2008,-0.91,-1.2,-0.37,1.4,1.1,4.43, repro
2/25/2008,-0.89,-2.28,-1.12,1.39,1.03,4.36, repro
2/26/2008,-1.47,-2.58,-1.61,1.39,1.05,4.37, repro
2/27/2008,-1.05,-1.81,0.11,1.39,1.04,4.39, repro
2/28/2008,-1.02,-1.76,0.13,1.4,1.04,4.41, repro
2/29/2008,-1.58,-1.93,-1.14,1.42,1.07,4.54, repro
3/1/2008,-1.39,-2.22,-2.25,1.46,1.09,4.66, repro
3/2/2008,-2.37,-2.29,-3.54,1.44,1.08,4.56, repro
3/3/2008,-1.12,-2.23,-4.03,1.71,1.28,5.37, repro
3/4/2008,-2.22,-2.2,-2.94,1.42,1.06,4.54, repro
3/5/2008,-1.84,-3.08,-1.13,1.38,1.03,4.41, repro
3/6/2008,-1.95,-2.77,3.64,1.37,1.04,4.32, repro
3/7/2008,-1.8,-2.75,0.55,1.4,1.06,4.41, repro
3/8/2008,-2.37,-2.68,-1.54,1.48,1.11,4.66, repro
3/9/2008,-1.68,-2.55,0.66,1.36,1.03,4.36, repro
3/10/2008,-2.16,-2.64,-3.59,1.35,1.01,4.31, repro
3/11/2008,-1.79,-2.66,-10.47,1.42,1.06,4.47, repro
3/12/2008,-1.21,-2.79,-7.64,1.37,1.02,4.37, repro
3/13/2008,-1.41,-2.22,-6.17,1.59,1.16,5, repro
3/14/2008,-2.18,-2.69,-6.85,1.68,1.23,5.3, repro
3/15/2008,-2.36,-3.64,-7.64,1.49,1.12,4.72, repro
3/16/2008,-3.02,-2.11,-5.22,1.46,1.07,4.63, repro
3/17/2008,-2.2,-3.05,-1.5,1.6,1.18,5.05, repro
3/18/2008,-1.9,-4.27,-4.85,1.49,1.11,4.69, repro
3/19/2008,-2.21,-4.57,1.41,1.57,1.17,4.94, repro
3/20/2008,-2.67,-4.27,0.92,1.47,1.11,4.67, repro
3/21/2008,-3.9,-3.92,-3.31,1.65,1.24,5.23, repro
3/22/2008,-2.1,-4.03,-7.15,1.67,1.25,5.26, repro
3/23/2008,-3.08,-4.44,-0.47,1.53,1.18,4.85, repro
3/24/2008,-1.52,-3.79,2.46,1.5,1.13,4.78, repro
3/25/2008,-2.31,-3.25,-2.88,1.4,1.05,4.37, repro
3/26/2008,-1,-3.14,-6.11,1.71,1.28,5.2, repro
3/27/2008,-2.11,-3.72,-5.21,1.35,1.02,4.28, repro
3/28/2008,-2.13,-3.67,-5.17,1.44,1.1,4.61, repro
3/29/2008,-1.53,-3.31,0.64,1.5,1.15,4.77, repro
3/30/2008,-3.57,-3.27,3.45,1.82,1.38,5.74, repro
3/31/2008,-3.64,-4.32,-4.71,1.69,1.29,5.31, repro
4/1/2008,-3.71,-4.2,1.44,1.75,1.34,5.51, repro
4/2/2008,-2.65,-4.34,-0.45,1.77,1.4,5.64, repro
4/3/2008,-3.5,-3.33,0.2,1.61,1.27,5.12, repro
4/4/2008,-3.37,-2.77,2.19,1.6,1.26,5.09, repro
4/5/2008,-2.52,-2.33,4.86,1.45,1.14,4.61, repro
4/6/2008,-2.41,-2.99,3.79,1.5,1.21,4.78, repro
4/7/2008,-3.37,-3.38,0.2,1.54,1.22,4.92, repro
4/8/2008,-3.4,-3.12,-2.12,1.52,1.2,4.87, repro
4/9/2008,-2.9,-3.32,-1.24,1.38,1.12,4.45, repro
4/10/2008,-3.4,-3.3,-4.91,1.45,1.15,4.68, repro
4/11/2008,-3.33,-3.73,-2.61,1.41,1.13,4.56, repro
4/12/2008,-3.33,-4.27,-4.29,1.53,1.2,4.91, repro
4/13/2008,-1.99,-6.25,1.66,1.99,1.53,6.27, repro
4/14/2008,-3.85,-3.66,5.73,1.72,1.34,5.5, repro
4/15/2008,-3.83,-2.1,3.28,1.66,1.3,5.29, repro
4/16/2008,-3.66,-2.92,-3.02,1.6,1.27,5.03, repro
4/17/2008,-3.36,-2.76,1.82,1.49,1.18,4.69, repro
4/18/2008,-2.98,-2.39,-3.61,1.73,1.35,5.41, repro
4/19/2008,-3.06,-1.73,-5.51,1.69,1.32,5.24, repro
4/20/2008,-4.16,-1.32,-2.27,1.67,1.33,5.2, repro
4/21/2008,-2.91,-2.36,-3.53,1.52,1.19,4.75, repro
4/22/2008,-3.79,-2.64,-2.17,1.48,1.16,4.61, repro
4/23/2008,-3.31,-4.13,0.02,1.52,1.18,4.76, repro
4/24/2008,-3.14,-3.33,-0.97,1.53,1.19,4.78, repro
4/25/2008,-2.73,-3.14,-2.6,1.54,1.19,4.78, repro
4/26/2008,-3.56,-2.91,0.2,1.56,1.22,4.88, repro
4/27/2008,-3.31,-3.51,1.3,1.42,1.1,4.45, repro
4/28/2008,-3.07,-2.96,0.65,1.63,1.26,5.1, repro
4/29/2008,-2.81,-2.82,-0.63,1.38,1.08,4.4, repro
4/30/2008,-2.23,-3.02,0.06,1.38,1.07,4.31, repro
5/1/2008,-3.86,-2.53,-2.19,1.41,1.1,4.41, repro
5/2/2008,-3.27,-2.69,-0.48,1.36,1.06,4.24, repro
5/3/2008,-2.51,-2.39,1.73,1.36,1.06,4.3, repro
10/23/2008,-3.62,-0.85,0.66,1.79,1.41,5.75, repro
10/24/2008,-1.93,-1.38,-1.29,1.5,1.21,4.93, repro
10/25/2008,-2.83,-1.23,-3.2,1.55,1.23,5.05, repro
10/26/2008,-3.51,0.08,-8.01,1.59,1.26,5.14, repro
10/27/2008,-2.82,-2.1,-0.21,1.52,1.21,4.9, repro
10/28/2008,-1.86,-1.67,7.8,1.8,1.41,5.86, repro
10/29/2008,-3.27,-1.1,6.42,1.68,1.35,5.47, repro
10/30/2008,-2.77,-0.2,1.41,1.51,1.24,4.91, repro
10/31/2008,-2.9,-2.06,1.27,1.76,1.39,5.68, repro
11/1/2008,-2.82,-1.61,0.54,1.63,1.35,5.22, repro
11/2/2008,-3.52,-0.39,3.07,1.57,1.26,5.03, repro
11/3/2008,-3.95,-1.46,-1.3,1.61,1.36,5.22, repro
11/4/2008,-4.08,-1.59,1.44,1.46,1.19,4.69, repro
11/5/2008,-4.03,-0.71,2.58,1.43,1.15,4.65, repro
11/6/2008,-3.65,-1.92,-2.29,1.44,1.17,4.67, repro
11/7/2008,-3.35,-1.97,0.81,1.47,1.19,4.78, repro
11/8/2008,-3.85,-2.72,2.45,1.37,1.13,4.47, repro
11/9/2008,-4.92,-1.72,3.89,1.6,1.28,5.16, repro
11/10/2008,-4.6,-1.65,2.7,1.56,1.24,5.04, repro
11/11/2008,-2.99,-2.2,5.14,1.45,1.21,4.7, repro
11/12/2008,-3.73,-2.45,1.2,1.48,1.26,4.82, repro
11/13/2008,-4.01,-0.99,-1.37,1.51,1.27,4.9, repro
11/14/2008,-3.86,-1.15,-5.09,1.48,1.24,4.8, repro
11/15/2008,-2.83,-2.29,-1,1.69,1.39,5.46, repro
11/16/2008,-4.1,-1.16,-3.8,1.6,1.35,5.24, repro
11/17/2008,-3.91,-0.84,-7.37,1.7,1.41,5.45, repro
11/18/2008,-4.01,-1.13,-4.22,1.7,1.41,5.5, repro
11/19/2008,-5.11,-2.13,-6.69,1.5,1.28,4.85, repro
11/20/2008,-3.92,-2.01,-2.29,1.47,1.24,4.84, repro
11/21/2008,-4.01,-2.3,5.56,1.85,1.51,5.97, repro
11/22/2008,-4.41,-2.13,7.11,1.71,1.39,5.52, repro
11/23/2008,-5.28,-2.52,-1.41,1.57,1.32,5.14, repro
